51300032942,fea,88,43
51300037283,cdf,159,44
51300132438,fbg,3,61
51300132438,gea,161,171
51300176126,gag,123,264
51300190623,eeg,275,32
51300194372,abf,183,123
51300200873,fcd,58,93
51300221484,cge,81,86
51300246262,eaf,200,265
51300254782,bag,100,159
51300256730,agf,211,78
51300271941,cfd,216,157
51300290937,bcd,82,263
51300318290,ebc,50,142
51300320188,dgd,148,20
51300339963,bab,274,196
51300361638,eea,200,233
51300377114,dfe,106,81
51300505521,egf,255,26
51300538251,geb,171,278
51300551903,bbf,273,102
51300575660,cfd,239,131
51300577700,dcf,238,264
51300584870,aee,155,292
51300594573,cec,195,14
51300615022,cge,124,99
51300627899,aec,126,202
51300750406,aff,243,31
51300763261,aga,292,258
51300763336,gbg,78,86
51300790077,bfa,89,83
51300800958,fdc,88,254
51300815739,fab,87,193
51300900432,gcb,244,92
51300914084,dde,124,134
51300958469,agf,166,79
51301011549,eag,188,267
51301023588,bcb,85,157
51301064525,bbd,232,267
51301075218,fgd,3,11
51301147752,dac,11,108
51301158289,gbc,127,20
51301162929,afb,115,75
51301244698,fbb,163,44
51301248660,bac,121,220
51301277614,eed,111,289
51301391860,abg,133,285
51301423260,dfb,106,46
51301490198,fbd,33,179
51301506322,dgd,176,19
51301512397,gde,253,25
51301562217,deb,254,131
51301586905,afd,186,196
51301607358,bab,181,186
51301633890,bfd,257,54
51301717773,cag,50,78
51301724846,fdf,10,254
51301729174,gee,69,147
51301740453,eba,128,181
51301776652,cdg,261,298
51301786110,aac,201,236
51301789601,eaf,47,304
51301794307,cea,142,99
51301868926,aee,218,303
51301928337,ebe,258,22
51301930091,bee,181,265
51301948015,cag,242,81
51302009268,ceg,255,202
51302047577,dff,206,58
51302059747,bcb,95,169
51302067189,acc,251,130
51302082002,cad,91,200
51302100020,fbg,237,61
51302127735,cff,85,29
51302141274,daa,179,62
51302182287,gda,159,91
51302189951,gde,230,22
51302200931,bfc,30,70
51302211872,ebc,62,161
51302234634,ced,299,38
51302249660,gfe,218,65
51302262904,dge,97,207
51302273353,bdb,289,132
51302275090,ebf,268,176
51302311262,bdg,291,146
51302317299,dce,237,239
51302361091,cde,172,53
51302408395,gbf,101,142
51302420690,aeg,22,173
51302486724,edg,225,80
51302550889,cac,45,42
51302556669,aba,72,280
51302591355,dgb,76,145
51302607242,cbd,213,293
51302644631,afc,192,281
51302673688,aab,245,20
51302735898,fac,176,18
51302747909,dab,137,63
51302756638,dde,22,121
51302782118,gbb,85,147
51302792156,fcb,296,35
51302813006,cdf,284,50
51302842494,fad,265,159
51302861717,abb,74,297
51302884275,gfb,187,186
51302895406,gbd,283,56
51302982791,ede,4,106
51303038087,bcd,35,241
51303041695,bcc,150,27
51303170197,beg,56,142
51303192452,ffe,2,103
51303223084,ebg,99,273
51303257453,bcc,271,25
51303282235,agf,162,70
51303330618,fac,249,21
51303338803,cgf,216,252
51303356452,fda,279,44
51303369857,ddb,122,39
51303394726,bea,5,27
51303396182,abd,151,125
51303402204,afa,276,52
51303493487,fbc,76,148
51303503217,acf,18,294
51303539945,dcg,142,227
51303571816,ecg,216,165
51303599715,dbc,73,264
51303611914,fea,69,38
51303623528,fdc,249,266
51303627224,bfb,191,282
51303650936,agb,108,171
51303665998,aeb,86,282
51303668301,fec,172,293
51303727597,aaf,6,269
51303745230,efc,253,293
51303759976,dge,65,225
51303763944,fea,171,31
51303766894,dfc,287,48
51303786745,dde,60,136
51303866603,bae,91,82
51303887593,gaf,98,13
51303901157,eba,66,188
51303903230,deb,266,132
51303925846,def,39,45
51303931716,cca,75,208
51303939268,cae,81,144
51303942738,dbb,31,124
51303971849,eea,273,249
51303975984,ebd,276,22
51303977210,bce,237,295
51303991575,bcg,204,105
51304012271,eea,248,241
51304032624,gfg,246,114
51304077896,afe,118,23
51304096459,add,7,164
51304117732,adf,270,105
51304125995,gde,95,24
51304127864,eea,270,248
51304155300,cab,197,147
51304179302,bea,74,24
51304206779,dba,162,124
51304219624,bfb,274,279
51304238718,eaa,13,295
51304285944,cfe,188,116
51304344570,efb,271,158
51304362912,bdb,82,143
51304379557,ebd,231,18
51304411668,gac,192,45
51304426556,ead,225,83
51304437910,fdf,1,266
51304451400,bbg,262,186
51304458801,bca,70,13
51304479088,dgb,263,116
51304481597,fgb,286,142
51304497228,fee,134,67
51304523110,gag,15,234
51304542512,cab,36,139
51304554871,adb,24,226
51304581754,bde,172,107
51304587671,cac,282,49
51304604201,gfd,30,41
51304606036,gaa,25,25
51304608746,ddd,66,237
51304636413,gec,228,101
51304641055,gda,69,102
51304659228,fgb,79,139
51304659280,egc,40,20
51304694240,gdg,258,72
51304730201,dcb,69,77
51304747776,ffd,86,60
51304758023,eec,207,185
51304764285,ffb,291,238
51304809917,fgd,153,10
51304824300,dga,81,254
51304834282,dcg,6,217
51304854529,dgc,235,157
51304869813,def,207,39
51304930344,acf,170,308
51304957900,dgg,135,95
51304958666,efg,56,66
51305000550,beb,94,168
51305003494,aad,287,132
51305065442,eeb,242,115
51305068575,cdg,182,262
51305080242,ceb,219,63
51305087224,gee,24,124
51305113029,eaf,283,352
51305168345,fcd,217,90
51305182960,bbb,154,153
51305190600,ebg,173,283
51305242170,abb,151,246
51305313022,bad,1,137
51305324002,dea,10,214
51305338392,feg,121,191
51305349884,cgf,266,282
51305370667,cbc,177,249
51305379309,gae,1,73
51305380015,eff,1,100
51305384425,cgb,99,184
51305410940,ccc,123,286
51305418738,dfe,240,72
51305429444,ebg,135,243
51305449312,fed,81,84
51305453901,bff,263,219
51305459760,fca,212,176
51305498937,cfd,200,151
51305511679,fbe,39,230
51305512698,aed,196,172
51305523632,aae,66,29
51305558980,fdg,72,193
51305567656,dfg,192,71
51305577963,cda,206,284
51305578040,gcb,10,96
51305587317,agd,31,206
51305588483,cba,76,82
51305625006,dbd,155,37
51305637636,bda,168,130
51305637791,cef,273,40
51305669782,eae,163,112
51305710388,acd,41,141
51305726624,acg,115,92
51305742093,eac,286,60
51305800527,cec,171,15
51305831641,fgf,15,134
51305836642,eef,86,273
51305842063,gad,275,213
51305867689,egf,278,29
51305868615,ecg,53,188
51305869113,cea,107,109
51305910129,bfa,22,82
51305918914,bac,89,255
51305919389,cdb,175,147
51305939302,gcg,26,100
51305964165,bfa,261,83
51305969168,beg,50,143
51305969728,ede,219,112
51305975698,ffc,34,242
51305976448,eag,166,317
51305998642,dce,35,239
51306023139,cdb,42,126
51306031812,fag,277,273
51306032208,efg,292,61
51306036350,gac,248,40
51306039155,bae,179,73
51306039488,ffc,88,273
51306047038,bga,160,299
51306087640,eee,163,17
51306104236,ega,244,194
51306111305,egb,91,208
51306125570,abd,111,127
51306128456,gbd,122,66
51306133366,aec,150,234
51306142370,bab,185,187
51306152926,ggc,22,24
51306154432,ecf,230,267
51306155898,efd,86,37
51306159657,ded,288,158
51306164062,cad,187,210
51306164846,bfd,223,53
51306168299,dee,278,60
51306192741,aff,279,25
51306203887,eba,165,167
51306208631,cgd,99,293
51306216240,ade,77,103
51306222622,aee,153,269
51306232574,ecd,124,121
51306240264,ccf,168,173
51306240765,dea,163,254
51306264313,aeg,192,169
51306277829,dad,256,107
51306279260,cee,223,251
51306289299,add,132,145
51306292900,eac,165,60
51306316142,dfd,85,146
51306344297,adc,149,109
51306359068,bgb,140,83
51306372618,edf,46,18
51306372845,fff,102,259
51306419066,fed,105,82
51306455703,agf,150,69
51306496050,fbc,116,139
51306497686,ggb,176,293
51306530120,dbf,123,82
51306531105,bfg,237,53
51306544875,gfe,17,68
51306547458,fgg,53,231
51306548142,eeg,191,28
51306564044,cbf,234,70
51306573984,ebc,52,151
51306585284,fdc,146,297
51306608095,dag,54,280
51306610519,dbe,142,194
51306614762,fac,275,18
51306630819,cff,255,24
51306676584,cfb,297,145
51306731752,bec,244,34
51306740987,bef,26,263
51306756206,bgg,263,138
51306761301,ebf,114,149
51306778476,eab,278,175
51306790561,cad,122,170
51306796943,aag,20,291
51306823748,dec,115,180
51306844668,edc,91,240
51306895290,geb,181,247
51306897620,ged,285,147
51306914351,gbe,50,81
51306939080,aed,279,194
51306939993,ccg,90,216
51306951158,gea,132,172
51306951707,acg,168,104
51306953294,agb,101,141
51306969343,efc,59,237
51306983788,edg,83,90
51306988213,ceb,293,74
51307007850,gca,95,159
51307016742,cba,144,78
51307053037,daa,121,64
51307092085,fca,48,184
51307093007,fce,229,45
51307101751,bfe,104,71
51307103433,aac,63,273
51307106192,fba,263,225
51307109206,fcc,75,78
51307109478,ccb,236,120
51307140161,cce,101,51
51307156359,caa,263,182
51307163923,ecg,180,176
51307175261,bgf,185,45
51307180799,ffc,273,273
51307184909,fgc,103,121
51307196470,cdf,53,55
51307213164,fga,97,74
51307234900,gcd,267,192
51307259887,aeg,1,197
51307288693,cfe,98,110
51307315780,bdf,295,127
51307317901,fae,63,69
51307345649,ecf,88,258
51307352397,ggd,52,190
51307384533,cgd,223,278
51307385839,dgf,87,9
51307393953,agc,254,183
51307411692,cgg,124,92
51307415030,dbf,24,90
51307425254,ecb,97,199
51307444283,fcg,167,277
51307477971,bcd,248,241
51307498902,ebe,249,25
51307524091,ceg,231,220
51307565544,acd,41,143
51307580962,cdb,219,149
51307594328,adc,229,110
51307598612,afe,74,19
51307603634,cgb,88,174
51307611791,gde,236,24
51307619134,caf,202,219
51307621590,bdd,273,176
51307628864,dba,132,107
51307632642,fcg,20,285
51307637873,cfc,131,187
51307645564,bed,83,18
51307653130,gce,211,208
51307674561,cae,27,136
51307695906,gba,50,113
51307702850,edd,294,234
51307726513,gbc,34,23
51307760855,fef,276,153
51307762206,fdb,137,58
51307766861,dgb,184,92
51307767030,eeg,47,30
51307767371,ecc,40,215
51307769729,dae,115,19
51307774589,gbd,151,53
51307775891,bcd,199,248
51307784624,baa,275,120
51307787874,bcc,84,29
51307796203,edd,189,219
51307816230,fdd,215,179
51307821761,edd,111,181
51307826144,ffb,13,273
51307849664,bbc,251,19
51307850547,gef,135,39
51307862121,bge,243,81
51307879356,gdg,100,68
51307880397,ebb,172,244
51307884024,eda,62,18
51307911832,dfd,22,141
51307914920,fba,151,254
51307915450,dda,71,24
51307923864,bag,137,165
51307924537,fff,265,297
51307924841,afg,205,173
51307933128,cee,61,238
51307935206,bba,289,181
51307962107,ccc,167,326
51307986898,eeb,48,136
51308000789,ead,204,87
51308005911,gga,138,93
51308007900,abe,175,5
51308020697,faf,249,247
51308046440,cca,156,201
51308060707,aef,103,149
51308076994,cbg,278,215
51308077944,aef,182,126
51308127175,dec,112,206
51308132305,gge,249,53
51308196062,ece,116,78
51308218963,bdb,59,141
51308220825,deg,63,293
51308232691,dbd,80,34
51308283951,dfb,175,46
51308284730,ffg,259,215
51308288026,efa,185,256
51308293433,aga,88,247
51308296683,cgc,5,134
51308299485,eca,236,178
51308306852,edb,92,115
51308311496,dbf,131,102
51308352334,gdc,169,48
51308353735,ege,276,66
51308354540,fge,267,19
51308372210,bdc,126,268
51308377948,dgc,179,146
51308407388,ggf,94,230
51308413023,geb,278,261
51308416641,geg,14,20
51308423359,fbe,42,230
51308442077,ecb,227,181
51308452522,cbb,289,277
51308455853,dfa,88,120
51308465823,aag,105,299
51308471865,faa,257,156
51308476107,gfa,209,221
51308497787,gdf,56,60
51308508069,dcd,109,28
51308522834,gbf,286,137
51308529557,cfg,22,244
51308530933,afb,26,78
51308539285,gbb,80,164
51308547073,gba,91,116
51308563389,cga,75,202
51308570914,aef,166,132
51308589564,gfc,155,23
51308593608,ace,156,216
51308602869,dba,283,113
51308631672,gaf,259,13
51308660309,abb,11,263
51308669421,egd,49,72
51308687679,bbb,79,131
51308717387,ddb,43,43
51308728065,ggf,71,188
51308728969,cdc,152,36
51308732927,dbg,27,215
51308742809,bcb,278,184
51308754048,ddg,130,144
51308785372,cba,20,78
51308820133,abc,217,123
51308845744,bcg,276,88
51308846128,gde,76,20
51308848444,bcg,76,75
51308855983,cge,130,91
51308856174,cfg,295,212
51308871649,aea,284,231
51308874105,dcc,213,136
51308886976,gcc,123,62
51308887768,dcg,182,195
51308893207,cac,3,42
51308893893,daf,261,43
51308920458,cdd,161,112
51308933592,ecc,181,180
51308936954,gdg,222,68
51308943204,abg,52,267
51308946593,dff,49,58
51308957829,gfb,215,161
51308958670,dda,43,25
51308991984,bgd,5,274
51309004386,dcf,41,248
51309020002,fbd,234,168
51309020835,agg,219,240
51309024679,aaf,263,263
51309028754,dba,140,92
51309030007,egg,190,34
51309040791,cfa,42,19
51309049763,age,182,166
51309057099,eag,170,304
51309090534,ddc,259,74
51309092232,acc,109,104
51309108286,ddf,49,276
51309121014,fee,44,57
51309124552,cbe,119,267
51309134483,gbb,153,159
51309138128,gcf,194,212
51309147008,feb,188,253
51309166486,fde,50,53
51309170420,gcb,237,104
51309181585,fad,7,141
51309227398,aca,248,204
51309229762,bfd,108,53
51309229767,cca,193,207
51309245019,acf,144,360
51309249351,adg,292,204
51309255429,eeb,203,156
51309311429,ffe,61,110
51309361715,ceg,265,206
51309371317,dab,276,51
51309387127,agb,254,121
51309398239,gbd,56,51
51309410405,bbc,173,16
51309419959,ccd,61,153
51309423008,dgb,30,83
51309430871,gbg,72,87
51309467173,acb,96,32
51309474934,ggg,79,183
51309477926,baf,202,226
51309481215,ggb,15,313
51309482858,ada,7,52
51309506107,efb,180,172
51309512855,eag,162,355
51309536409,bbe,140,92
51309539361,bcf,45,157
51309548032,cac,121,34
51309549916,ffa,213,75
51309559360,cfd,146,137
51309571021,fbf,16,161
51309596662,caa,48,151
51309621412,gbe,139,91
51309628806,bad,264,142
51309645825,bcd,153,275
51309683017,dgd,166,18
51309694389,efe,81,226
51309695778,aeg,181,214
51309699495,bgc,162,21
51309715236,feg,108,210
51309725423,aaa,177,139
51309735545,gdb,291,254
51309741010,gdg,167,59
51309750428,ccb,123,117
51309752627,ebc,150,154
51309777185,fcf,152,287
51309802014,dca,189,297
51309803864,fbb,31,39
51309810141,ccf,163,169
51309813424,fge,258,16
51309814636,cef,104,44
51309822839,gab,263,43
51309831607,cad,228,202
51309835713,gac,262,32
51309888742,eed,223,239
51309888893,aff,206,27
51309892768,gdd,180,282
51309897010,bag,258,153
51309911149,eff,126,114
51309922027,ccg,214,177
51309950448,gff,276,276
51309967271,efg,278,65
51309974874,deb,88,147
51310015235,fab,173,169
51310022833,fbd,11,183
51310035089,eca,146,163
51310048771,bfd,26,53
51310070773,ced,112,45
51310088480,fbg,173,70
51310109453,dac,239,117
51310143061,cgf,98,231
51310162932,add,106,120
51310175329,bag,121,169
51310187473,abf,73,99
51310189345,agb,93,127
51310200563,aca,180,167
51310219021,ebg,290,218
51310247634,dcc,121,155
51310287818,ffc,267,223
51310302250,bee,8,243
51310337700,ggg,54,192
51310352402,cce,211,48
51310352738,gad,133,225
51310357440,cba,298,75
51310378239,bbf,276,82
51310386847,cbc,291,199
51310420876,caa,191,179
51310438992,eaa,256,306
51310446901,fgg,122,200
51310455091,ebe,209,24
51310468842,gec,144,109
51310474127,fab,215,179
51310484810,cdc,35,41
51310495396,gfg,236,93
51310497687,dfb,83,45
51310498242,cfc,258,198
51310503532,cef,183,42
51310516833,ecd,145,131
51310518663,aba,144,224
51310521275,bcd,165,280
51310521392,ecb,241,191
51310561143,ged,78,135
51310570944,efb,297,147
51310602792,aef,287,124
51310619164,dad,74,89
51310635232,cdb,34,163
51310662029,bfa,213,68
51310710069,bde,277,123
51310736935,dgc,59,164
51310755349,ddc,134,65
51310765203,abg,157,218
51310781097,bee,234,218
51310804595,eec,249,160
51310823722,dcf,160,238
51310831498,bbg,175,219
51310850522,eeb,275,177
51310878439,fbf,298,152
51310894682,gce,27,166
51310911271,cac,127,36
51310919348,ddf,26,256
51310927244,bcc,95,26
51310960532,bfc,293,66
51310967526,bbd,5,221
51310990756,cbf,189,59
51311014684,eag,280,340
51311020289,egf,248,34
51311050518,bbe,90,93
51311081048,feb,17,240
51311084063,bdg,34,118
51311088767,bed,59,19
51311105909,gfd,287,39
51311107827,gab,245,40
51311109832,bgf,256,40
51311111141,gbe,96,74
51311121040,cda,137,320
51311142601,fae,168,57
51311147109,bdd,27,200
51311151942,bdc,46,254
51311183806,afd,93,199
51311204776,dgg,6,92
51311211958,bef,34,281
51311214046,bge,294,95
51311237513,cdd,53,96
51311246292,gfe,4,71
51311269566,fda,261,36
51311273933,bba,90,150
